Anno	Codice	PuntoV	Imponibile	Iva	Totale	Contanti	Carta	Tickets	Assegni	Altro	Sospesi	Perdite
2025	78	1	1034.86	75.84	1110.7	478.5	355.7	0	0	276.5	0	0
2025	78	2	298.82	29.88	328.7	318.2	10.5	0	0	0	0	0
2025	79	1	1283.15	106.85	1390	730.4	445	0	0	214.6	0	0
2025	79	2	409	40.9	449.9	311.52	138	0	0	0	0	0.38
2025	80	1	2501.56	200.24	2701.8	1255.8	946.8	0	0	499.2	0	0
2025	80	2	823.09	82.31	905.4	722.8	182.5	0	0	0	0	0.1
2025	81	1	1767.75	162.55	1930.3	1212.75	575.3	0	0	142.25	0	0
2025	81	2	807.18	80.72	887.9	649.25	238.5	0	0	0	0	0.15
2025	82	1	926.05	68.05	994.1	489.4	259.1	0	0	245.6	0	0
2025	82	2	336.73	33.67	370.4	323.5	45.9	0	0	0	0	1
2025	83	1	858.38	64.82	923.2	364.8	348.2	0	0	210.2	0	0
2025	83	2	331.73	33.17	364.9	278.6	86.3	0	0	0	0	0
2025	84	1	964.81	63.79	1028.6	338.1	363.6	0	0	326.9	0	0
2025	84	2	360.18	36.02	396.2	353.9	42.3	0	0	0	0	0
2025	85	1	1105.64	90.06	1195.7	605.01	385.7	0	0	204.99	0	0
2025	85	2	477.64	47.76	525.4	362.9	162	0	0	0	0	0.5
2025	86	1	1109.75	90.35	1200.1	768.7	225.1	0	0	206.3	0	0
2025	86	2	384.82	38.48	423.3	321.9	101	0	0	0	0	0.4
2025	87	1	2377.22	205.18	2582.4	1309.6	947.4	0	0	325.4	0	0
2025	87	2	675.27	67.53	742.8	548.96	193.5	0	0	0	0	0.34
2025	88	1	1715.6	136.9	1852.5	833.4	672.5	0	0	346.6	0	0
2025	88	2	777.73	77.77	855.5	679.88	175.5	0	0	0	0	0.12
2025	89	1	1012.52	71.88	1084.4	446.3	344.4	0	0	293.7	0	0
2025	89	2	311.55	31.15	342.7	285.4	57.3	0	0	0	0	0
2025	90	1	1038.28	157.62	1195.9	528.2	345.9	0	0	321.8	0	0
2025	90	2	404.26	88.94	493.2	418.29	74	0	0	0	0	0.91
2025	91	1	750.72	118.78	869.5	389.2	269.5	0	0	210.8	0	0
2025	91	2	324.67	71.43	396.1	309.4	86.5	0	0	0	0	0.2
2025	92	1	1029.13	174.07	1203.2	632.09	333.2	0	0	237.91	0	0
2025	92	2	335.45	73.8	409.25	338.2	71	0	0	0	0	0.05
2025	93	1	1152.65	210.95	1363.6	631.2	538.6	0	0	193.8	0	0
2025	93	2	372.87	82.03	454.9	359.9	95	0	0	0	0	0
2025	94	1	2167.06	408.24	2575.3	1248.59	1015.3	0	0	311.41	0	0
2025	94	2	543.44	119.56	663	578.55	84	0	0	0	0	0.45
2025	95	1	1649.24	250.26	1899.5	843.3	544.5	0	0	511.7	0	0
2025	95	2	856.8	188.5	1045.3	872.4	172.5	0	0	0	0	0.4
2025	96	1	1014.5	149.4	1163.9	454.9	373.6	0	0	335.4	0	0
2025	96	2	374.92	82.48	457.4	389.6	67.8	0	0	0	0	0
2025	97	1	928.76	145.54	1074.3	572.8	234.3	0	0	267.2	0	0
2025	97	2	454.26	99.94	554.2	449.7	104.5	0	0	0	0	0
2025	98	1	1208.91	225.19	1434.1	809.67	439.1	0	0	185.33	0	0
2025	98	2	357.3	78.6	435.9	374.56	61.3	0	0	0	0	0.04
2025	99	1	1042.62	191.38	1234	274	787.3	0	0	172.7	0	0
2025	99	2	325.16	71.54	396.7	348.8	47.9	0	0	0	0	0
2024	53	1	1285.18	105.02	1390.2	795	360.2	0	0	235	0	0
2024	53	2	457.18	45.72	502.9	449.9	47.7	0	0	0	0	5.3
2024	54	1	2104.22	193.38	2297.6	1454.56	672.6	0	0	170.44	0	0
2024	54	2	635.91	63.59	699.5	622.8	76.1	0	0	0	0	0.6
2024	55	1	1937.99	161.31	2099.3	1325.1	449.3	0	0	324.9	0	0
2024	55	2	1088.91	108.89	1197.8	987.8	206	0	0	0	0	4
2024	56	1	997.57	74.48	1072.05	592.25	227.05	0	0	252.75	0	0
2024	56	2	337	33.7	370.7	307	62	0	0	0	0	1.7
2024	57	1	1095.14	94.46	1189.6	614.45	424.6	0	0	150.55	0	0
2024	57	2	335.83	31.87	367.7	302.7	47.9	0	0	17.1	0	0
2024	58	1	940.43	71.77	1012.2	517.3	272.2	0	0	222.7	0	0
2024	58	2	371.36	37.14	408.5	352.55	55.9	0	0	0	0	0.05
2024	59	1	987.09	77.21	1064.3	585.03	264.3	0	0	214.97	0	0
2024	59	2	490.09	49.01	539.1	434.4	104.1	0	0	0	0	0.6
2024	60	1	1376.85	95.65	1472.5	659.62	392.5	0	0	420.38	0	0
2024	60	2	432.34	43.16	475.5	400.88	73.9	0	0	0.72	0	0
2024	61	1	2308.79	192.21	2501	1153.3	961	0	0	386.7	0	0
2024	61	2	869.17	86.35	955.52	762.6	187.2	0	0	5.72	0	0
2024	62	1	2034.59	190.05	2224.64	1455.93	634.64	0	0	134.07	0	0
2024	62	2	907.41	90.59	998	891.4	105.1	0	0	1.5	0	0
2024	63	1	892.73	74.67	967.4	548.97	272.4	0	0	146.03	0	0
2024	63	2	390.3	39	429.3	382.1	46.9	0	0	0.3	0	0
2024	64	1	1036.81	78.59	1115.4	599.1	265.4	0	0	250.9	0	0
2024	64	2	381.54	37.76	419.3	317.5	97.9	0	0	3.9	0	0
2024	65	1	1090.15	77.55	1167.7	615.3	237.7	0	0	314.7	0	0
2024	65	2	321.45	32.15	353.6	303	50.5	0	0	0	0	0.1
2024	66	1	927.58	80.32	1007.9	675.6	207.9	0	0	124.4	0	0
2024	66	2	253.04	25.26	278.3	248.8	29.1	0	0	0.4	0	0
2024	67	1	1536.03	113.87	1649.9	777.7	474.9	0	0	397.3	0	0
2024	67	2	347.92	34.58	382.5	358.6	21.8	0	0	2.1	0	0
2024	68	1	2415.54	229.88	2645.42	1703.26	825.42	0	0	116.74	0	0
2024	68	2	734.8	73.2	808	634.3	170.9	0	0	2.8	0	0
2024	69	1	1628.72	145.68	1774.4	1208.11	394.4	0	0	171.89	0	0
2024	69	2	793.91	79.39	873.3	742.1	121.4	0	0	0	0	9.8
2024	70	1	977.83	74.97	1052.8	646.87	177.8	0	0	228.13	0	0
2024	70	2	330.08	31.87	361.95	326.22	24.4	0	0	11.33	0	0
2024	71	1	1039.91	70.56	1110.47	520.65	255.47	0	0	334.35	0	0
2024	71	2	329.98	32.62	362.6	314.1	44.7	0	0	3.8	0	0
2024	72	1	1183.77	104.13	1287.9	767.54	377.9	0	0	142.46	0	0
2024	72	2	409.78	40.92	450.7	343.2	106.9	0	0	0.6	0	0
2024	73	1	1460.4	80.25	1540.65	625.55	257.15	0	0	657.95	0	0
2024	73	2	422.27	42.23	464.5	394	68.3	0	0	0	0	2.2
2024	74	1	1479.85	118.54	1598.39	765.55	538.39	0	0	294.45	0	0
2024	74	2	518.31	51.34	569.65	449	115.7	0	0	4.95	0	0
2024	75	1	2837.86	235.24	3073.1	1709.5	878.1	0	0	485.5	0	0
2024	75	2	1426.27	142.63	1568.9	1152.95	415.5	0	0	0	0	0.45
2024	76	1	2146.98	196.55	2343.53	1533.51	628.53	0	0	181.49	0	0
2024	76	2	763.23	76.32	839.55	705.7	133.8	0	0	0.05	0	0
2024	77	1	895.14	61.56	956.7	495.47	181.7	0	0	279.53	0	0
2024	77	2	291.18	29.12	320.3	293.6	26.5	0	0	0	0	0.2
2024	78	1	1136.65	94.45	1231.1	687.83	351.1	0	0	192.17	0	0
2024	78	2	423.54	42.06	465.6	375.8	86.9	0	0	2.9	0	0
2024	79	1	1404.32	120.28	1524.6	978.5	344.6	0	0	201.5	0	0
2024	79	2	349.85	34.55	384.4	317.8	62.3	0	0	4.3	0	0
2024	80	1	2280.9	215.9	2496.8	1663.1	711.8	0	0	121.9	0	0
2024	80	2	783.01	78.24	861.25	702	158.6	0	0	0.65	0	0
2024	81	1	1227.7	101.1	1328.8	753.3	358.8	0	0	216.7	0	0
2024	81	2	730.64	73.06	803.7	551.7	251.6	0	0	0	0	0.4
2024	82	1	980.6	75.7	1056.3	561.4	271.3	0	0	223.6	0	0
2024	82	2	335.64	33.56	369.2	326.2	42.1	0	0	0	0	0.9
2024	83	1	1266.19	103.91	1370.1	807.94	335.1	0	0	227.06	0	0
2024	83	2	344.91	34.49	379.4	317.5	55.9	0	0	0	0	6
2024	84	1	1268.39	97.01	1365.4	646.67	420.4	0	0	298.33	0	0
2024	84	2	435.45	43.55	479	419.15	59.7	0	0	0	0	0.15
2024	85	1	1632.08	131.02	1763.1	1028.1	413.1	0	0	321.9	0	0
2024	85	2	599	59.9	658.9	577.75	80.1	0	0	0	0	1.05
2024	86	1	1751.65	140.73	1892.38	1090.67	457.38	0	0	344.33	0	0
2024	86	2	523.09	52.31	575.4	479.5	95.2	0	0	0	0	0.7
2024	87	1	2384.11	218.49	2602.6	1610.8	792.6	0	0	199.2	0	0
2024	87	2	652.36	65.24	717.6	572.4	144.8	0	0	0	0	0.4
2024	88	1	1331.28	88.72	1420	645.9	330	0	0	444.1	0	0
2024	88	2	780.55	78.05	858.6	724.88	133.4	0	0	0	0	0.32
2024	89	1	2005.5	164.6	2170.1	1235.5	575.1	0	0	359.5	0	0
2024	89	2	588.1	58.7	646.8	583.4	62.3	0	0	1.1	0	0
2024	90	1	1101.01	99.23	1200.24	851.24	240.24	0	0	108.76	0	0
2024	90	2	389.55	38.95	428.5	392.2	36.3	0	0	0	0	0
2024	91	1	954.55	79	1033.55	710.5	158.55	0	0	164.5	0	0
2024	91	2	290.53	28.97	319.5	253.8	64.9	0	0	0.8	0	0
2024	92	1	1139.59	80.11	1219.7	556.5	324.7	0	0	338.5	0	0
2024	92	2	275.36	27.54	302.9	265	37.1	0	0	0	0	0.8
2024	93	1	2102.65	197.35	2300	1480.85	690	0	0	129.15	0	0
2024	93	2	684.48	68.22	752.7	635	115.4	0	0	2.3	0	0
2024	94	1	2004.99	177.31	2182.3	1293.1	657.3	0	0	231.9	0	0
2024	94	2	705.43	70.37	775.8	668.6	105.5	0	0	1.7	0	0
2024	95	1	1102.89	78.91	1181.8	626.2	241.8	0	0	313.8	0	0
2024	95	2	292.4	29.1	321.5	289.4	30.7	0	0	1.4	0	0
2024	96	1	1063.28	91.62	1154.9	772.9	234.9	0	0	147.1	0	0
2024	96	2	271.88	25.92	297.8	261.3	23.8	0	0	12.7	0	0
2024	97	1	1022.62	68.18	1090.8	549.2	200.8	0	0	340.8	0	0
2024	97	2	332.18	33.22	365.4	322.5	32.5	0	0	0	0	10.4
2024	98	1	1126.38	85.92	1212.3	657.8	287.3	0	0	267.2	0	0
2024	98	2	393.64	39.36	433	325.82	103.1	0	0	0	0	4.08
2024	99	1	1286.46	106.71	1393.17	850.6	323.17	0	0	219.4	0	0
2024	99	2	339.4	32.7	372.1	327	32.7	0	0	12.4	0	0
2024	100	1	2322.6	216	2538.6	1352.4	1023.6	0	0	162.6	0	0
2024	100	2	598.45	59.85	658.3	484.1	173.2	0	0	0	0	1
2024	101	1	2078.86	192.84	2271.7	1459.52	661.7	0	0	150.48	0	0
2024	101	2	596.73	59.37	656.1	516.7	136.4	0	0	3	0	0
2024	102	1	966.13	65.37	1031.5	507.54	211.5	0	0	312.46	0	0
2024	102	2	324.45	32.45	356.9	289.9	57.9	0	0	0	0	9.1
2024	103	1	1066.25	87.15	1153.4	655.26	303.4	0	0	194.74	0	0
2024	103	2	320.27	32.03	352.3	249.05	91.7	0	0	0	0	11.55
2024	104	1	1074.68	85.22	1159.9	692.5	244.9	0	0	222.5	0	0
2024	104	2	321.03	31.07	352.1	320.9	20.9	0	0	10.3	0	0
2024	105	1	1058.1	93.9	1152	680.9	352	0	0	119.1	0	0
2024	105	2	359.18	35.92	395.1	307.5	86	0	0	0	0	1.6
2024	106	1	1123.15	99.76	1222.91	794.44	302.91	0	0	125.56	0	0
2024	106	2	391.55	39.15	430.7	358.1	62.6	0	0	0	0	10
2024	107	1	2572.03	233.27	2805.3	1680.65	885.3	0	0	239.35	0	0
2024	107	2	894.35	88.75	983.1	880.2	96.1	0	0	6.8	0	0
2024	108	1	1762.43	155.97	1918.4	1097.25	618.4	0	0	202.75	0	0
2024	108	2	616.27	61.63	677.9	582.76	94.9	0	0	0	0	0.24
2024	109	1	956	79.9	1035.9	628	250.9	0	0	157	0	0
2024	109	2	345.31	34.29	379.6	332.7	44.5	0	0	2.4	0	0
2024	110	1	1034.37	74.33	1108.7	573.9	243.7	0	0	291.1	0	0
2024	110	2	341.18	34.12	375.3	323.4	51.7	0	0	0	0	0.2
2024	111	1	1318.77	114.23	1433	943.5	313	0	0	176.5	0	0
2024	111	2	476	47.6	523.6	425.8	96.6	0	0	0	0	1.2
2024	112	1	2254.23	199.07	2453.3	1391.47	798.3	0	0	263.53	0	0
2024	112	2	1027.27	102.73	1130	945.1	184.6	0	0	0	0	0.3
2024	113	1	1351.98	124.52	1476.5	883.2	486.5	0	0	106.8	0	0
2024	113	2	466.56	46.64	513.2	403.82	109.2	0	0	0.18	0	0
2024	114	1	2121.22	200.98	2322.2	1318.6	892.2	0	0	111.4	0	0
2024	114	2	685.87	67.96	753.83	599.8	147.8	0	0	6.23	0	0
2024	115	1	1866.22	162.28	2028.5	1231.61	553.5	0	0	243.39	0	0
2024	115	2	800.62	80.06	880.68	694.3	178.3	0	0	0	0	8.08
2024	116	1	1200.64	108.06	1308.7	840	348.7	0	0	120	0	0
2024	116	2	442.82	44.08	486.9	425.5	59.4	0	0	2	0	0
2024	117	1	1338.73	130.52	1469.25	1051.5	384.25	0	0	33.5	0	0
2024	117	2	460.45	46.05	506.5	434.2	69.6	0	0	0	0	2.7
2024	118	1	2090.63	177.07	2267.7	1200.1	747.7	0	0	319.9	0	0
2024	118	2	895.09	89.51	984.6	826.1	151	0	0	0	0	7.5
2024	119	1	1178.22	101.27	1279.49	742.52	371.5	0	0	165.47	0	0
2024	119	2	477.42	47.68	525.1	458.5	66	0	0	0.6	0	0
2024	120	1	1240.15	103.05	1343.2	650.34	483.2	0	0	209.66	0	0
2024	120	2	516.23	51.57	567.8	455.5	111.8	0	0	0.5	0	0
2024	121	1	2016.43	185.37	2201.8	1312.25	726.8	0	0	162.75	0	0
2024	121	2	649.45	64.95	714.4	549.5	144.9	0	0	0	0	20
2024	122	1	1994.34	178.26	2172.6	1308.3	652.6	0	0	211.7	0	0
2024	122	2	604.73	59.05	663.78	582.7	66.9	0	0	14.18	0	0
2024	123	1	1157.44	102.96	1260.4	762.21	370.4	0	0	127.79	0	0
2024	123	2	397.06	39.64	436.7	372.7	63.3	0	0	0.7	0	0
2024	124	1	1210.88	103.52	1314.4	824.32	314.4	0	0	175.68	0	0
2024	124	2	388.63	38.77	427.4	360.5	66	0	0	0.9	0	0
2024	125	1	1164.21	98.69	1262.9	822.73	262.9	0	0	177.27	0	0
2024	125	2	431.35	42.8	474.15	421.9	48.9	0	0	3.35	0	0
2024	126	1	943.07	83.93	1027	626.24	297	0	0	103.76	0	0
2024	126	2	326.47	32.53	359	281.2	76.6	0	0	1.2	0	0
2024	127	1	1328.64	116.26	1444.9	974.01	304.9	0	0	165.99	0	0
2024	127	2	451.5	44.8	496.3	408.5	84.3	0	0	3.5	0	0
2024	128	1	2289.62	218.58	2508.2	1786.2	618.2	0	0	103.8	0	0
2024	128	2	728.61	72.74	801.35	717.6	82.5	0	0	1.25	0	0
2024	129	1	1651.42	137.18	1788.6	1160.4	348.6	0	0	279.6	0	0
2024	129	2	598.34	59.66	658	500.8	155.5	0	0	1.7	0	0
2024	130	1	1136.24	85.86	1222.1	612.4	332.1	0	0	277.6	0	0
2024	130	2	324.75	32.35	357.1	292.3	63.5	0	0	1.3	0	0
2024	131	1	902.54	85.06	987.6	713.04	222.6	0	0	51.96	0	0
2024	131	2	395.87	39.23	435.1	369.1	62.4	0	0	3.6	0	0
2024	132	1	1057.43	81.67	1139.1	539.3	359.1	0	0	240.7	0	0
2024	132	2	290.75	28.75	319.5	277.5	38.7	0	0	3.3	0	0
2024	133	1	924.08	84.72	1008.8	688.32	243.6	0	0	76.88	0	0
2024	133	2	318.09	31.81	349.9	274.85	73.8	0	0	0	0	1.25
2024	134	1	1413.56	116.24	1529.8	868.8	409.8	0	0	251.2	0	0
2024	134	2	448.34	44.16	492.5	367.3	118.5	0	0	6.7	0	0
2024	135	1	2622.07	217.67	2839.74	1394.66	999.74	0	0	445.34	0	0
2024	135	2	924.91	92.05	1016.96	790.14	222.36	0	0	4.46	0	0
2024	136	1	2201.3	195	2396.3	1488.7	656.3	0	0	251.3	0	0
2024	136	2	762.73	76.27	839	728.7	107.3	0	0	0	0	3
2024	137	1	984.94	96.16	1081.1	721.7	336.1	0	0	23.3	0	0
2024	137	2	334.61	33.29	367.9	286.5	79.7	0	0	1.7	0	0
2024	138	1	1202.03	91.47	1293.5	722.63	283.5	0	0	287.37	0	0
2024	138	2	443	44.3	487.3	398.6	86.8	0	0	0	0	1.9
2024	139	1	1183.16	99.64	1282.8	748.2	347.8	0	0	186.8	0	0
2024	139	2	371.25	36.75	408	346.2	58	0	0	3.8	0	0
2024	140	1	1142.7	105.74	1248.44	929.72	233.44	0	0	85.28	0	0
2024	140	2	274.68	27.32	302	231.4	69.1	0	0	1.5	0	0
2024	141	1	1373.94	120.16	1494.1	917.7	404.1	0	0	172.3	0	0
2024	141	2	364.13	36.07	400.2	332.1	64.7	0	0	3.4	0	0
2024	142	1	2976.76	271.24	3248	2100.67	883	0	0	264.33	0	0
2024	142	2	872.73	85.17	957.9	782	154.9	0	0	21	0	0
2024	143	1	1712.09	158.51	1870.6	1208	535.6	0	0	127	0	0
2024	143	2	578	57.8	635.8	482.62	150.3	0	0	0	0	2.88
2024	144	1	810.99	67.51	878.5	464.1	278.5	0	0	135.9	0	0
2024	144	2	352.36	35.04	387.4	300.6	84.8	0	0	2	0	0
2024	145	1	977.95	87.05	1065	717.5	240	0	0	107.5	0	0
2024	145	2	383.27	38.33	421.6	332.9	75.7	0	0	0	0	13
2024	146	1	775.65	62.05	837.7	419.9	262.7	0	0	155.1	0	0
2024	146	2	285.76	28.44	314.2	266.4	46.4	0	0	1.4	0	0
2024	147	1	856.24	76.96	933.2	603.4	243.2	0	0	86.6	0	0
2024	147	2	264.73	26.37	291.1	231.2	58.9	0	0	1	0	0
2024	148	1	1452.08	128.12	1580.2	1059.1	350.2	0	0	170.9	0	0
2024	148	2	510.35	48	558.35	425.2	102.8	0	0	30.35	0	0
2024	149	1	1943.48	177.22	2120.7	1398.7	550.7	0	0	171.3	0	0
2024	149	2	556.25	55.45	611.7	483.8	126.2	0	0	1.7	0	0
2024	150	1	1634.03	158.77	1792.8	1333.7	412.8	0	0	46.3	0	0
2024	150	2	696.97	69.27	766.24	671.8	90.2	0	0	4.24	0	0
2024	151	1	1058.91	94.89	1153.8	855	188.8	0	0	110	0	0
2024	151	2	412.36	41.24	453.6	366	87.3	0	0	0	0	0.3
2024	20	1	2287.45	182.84	2470.29	1340.94	670.29	0	0	459.06	0	0
2024	20	2	1023.45	102.35	1125.8	943.5	179.2	0	0	0	0	3.1
2024	21	1	1181.24	81.68	1262.92	635.58	262.92	0	0	364.42	0	0
2024	21	2	419	41.9	460.9	358.54	52.1	0	0	0	0	50.26
2024	22	1	1112.14	86.45	1198.59	697.38	253.59	0	0	247.62	0	0
2024	22	2	350.07	34.93	385	358.8	25.4	0	0	0.8	0	0
2024	23	1	1220.73	90.06	1310.79	634.87	355.79	0	0	320.13	0	0
2024	23	2	415.46	41.24	456.7	408.5	45.1	0	0	3.1	0	0
2024	24	1	1044.29	85.51	1129.8	635.76	304.8	0	0	189.24	0	0
2024	24	2	382.82	38.28	421.1	317.3	103.7	0	0	0	0	0.1
2024	25	1	1311.29	99.01	1410.3	543.81	545.3	0	0	321.19	0	0
2024	25	2	384.47	37.91	422.38	364.8	52.2	0	0	5.38	0	0
2024	26	1	2605.96	223.74	2829.7	1651.44	809.7	0	0	368.56	0	0
2024	26	2	694.09	69.41	763.5	676.7	84.9	0	0	0	0	1.9
2024	27	1	2086.59	158.31	2244.9	1141.5	599.9	0	0	503.5	0	0
2024	27	2	1029.36	99.04	1128.4	845.4	244	0	0	39	0	0
2024	28	1	978.41	53.99	1032.4	401.5	192.4	0	0	438.5	0	0
2024	28	2	317.8	31.6	349.4	309.2	38.4	0	0	1.8	0	0
2024	29	1	1118.09	81.36	1199.45	625.56	269.45	0	0	304.44	0	0
2024	29	2	370.25	37	407.25	359.1	47.9	0	0	0.25	0	0
2024	30	1	1308.75	87.15	1395.9	587.74	370.9	0	0	437.26	0	0
2024	30	2	382.06	38.16	420.22	392.2	27.6	0	0	0.42	0	0
2024	31	1	1293.96	105.44	1399.4	930.47	229.4	0	0	239.53	0	0
2024	31	2	459.82	45.98	505.8	443.45	62	0	0	0	0	0.35
2024	32	1	1526.31	122.84	1649.15	922.71	428.5	0	0	297.94	0	0
2024	32	2	489.17	48.83	538	425.4	111.7	0	0	0.9	0	0
2024	33	1	2386.56	200.64	2587.2	1494.81	712.2	0	0	380.19	0	0
2024	33	2	674.58	67.02	741.6	633.6	103.6	0	0	4.4	0	0
2024	34	1	2064.74	160.26	2225	1762.91	0	0	0	462.09	0	0
2024	34	2	932.72	93.18	1025.9	1025	0	0	0	0.9	0	0
2024	35	1	1119.56	65.64	1185.2	496.8	225.2	0	0	463.2	0	0
2024	35	2	436.91	43.69	480.6	413.9	65.5	0	0	0	0	1.2
2024	36	1	1206.49	96.56	1303.05	619.06	443.05	0	0	240.94	0	0
2024	36	2	342.09	34.21	376.3	336.7	35.1	0	0	0	0	4.5
2024	37	1	1055.79	81.59	1137.38	620.11	277.38	0	0	239.89	0	0
2024	37	2	289.13	28.22	317.35	266.8	43.6	0	0	6.95	0	0
2024	38	1	1168.18	86.62	1254.8	708	244.8	0	0	302	0	0
2024	38	2	449.65	44.95	494.6	414.8	79.7	0	0	0.1	0	0
2024	39	1	1102.93	91.57	1194.5	727.8	279.5	0	0	187.2	0	0
2024	39	2	411	41.1	452.1	375.9	76.2	0	0	0	0	0
2024	40	1	2478.19	209.41	2687.6	1630.96	672.6	0	0	384.04	0	0
2024	40	2	878.6	87.6	966.2	761.7	201.9	0	0	2.6	0	0
2024	41	1	1859.49	136.7	1996.19	972.15	531.54	0	0	492.5	0	0
2024	41	2	1052.27	105.23	1157.5	1033.76	120	0	0	0	0	3.74
2024	42	1	1122.13	90.67	1212.8	634.52	362.8	0	0	215.48	0	0
2024	42	2	452.11	44.69	496.8	414	77.6	0	0	5.2	0	0
2024	43	1	1517.29	116.91	1634.2	891.8	394.2	0	0	348.2	0	0
2024	43	2	452.98	45.27	498.25	410.3	87.7	0	0	0.25	0	0
2024	44	1	1492.09	103.01	1595.1	798	335.1	0	0	462	0	0
2024	44	2	393.36	39.34	432.7	366.45	64.8	0	0	0	0	1.45
2024	45	1	1072.27	93.33	1165.6	756	270.6	0	0	139	0	0
2024	45	2	293.06	28.34	321.4	269.6	42.1	0	0	9.7	0	0
2024	46	1	1167.55	67.2	1234.75	519.4	219.75	0	0	495.6	0	0
2024	46	2	455.45	45.55	501	401.7	0	99.3	0	0	0	0
2024	47	1	2257.61	209.29	2466.9	1575.28	726.9	0	0	164.72	0	0
2024	47	2	885.46	69.54	955	629.1	135.8	0	0	190.1	0	0
2024	48	1	2220.08	185.12	2405.2	1451.11	585.2	0	0	368.89	0	0
2024	48	2	1053.38	104.62	1158	895.7	255.1	0	0	7.2	0	0
2024	49	1	912.54	77.23	989.77	614.8	234.77	0	0	140.2	0	0
2024	49	2	333.91	33.39	367.3	299.7	67.5	0	0	0	0	0.1
2024	50	1	1186.83	81.67	1268.5	559.89	338.5	0	0	370.11	0	0
2024	50	2	445.45	44.55	490	399.3	89.8	0	0	0	0	0.9
2024	51	1	1172.91	92.19	1265.1	694	320.1	0	0	251	0	0
2024	51	2	350.52	34.98	385.5	337.1	47.7	0	0	0.7	0	0
2024	52	1	1139.05	99.65	1238.7	707.5	388.7	0	0	142.5	0	0
2024	52	2	437.02	43.68	480.7	404.1	76.4	0	0	0.2	0	0
2024	152	1	978.16	89.74	1067.9	759.2	227.9	0	0	80.8	0	0
2024	152	2	334.55	33.45	368	288.1	79.3	0	0	0	0	0.6
2024	153	1	1029.37	75.13	1104.5	571.88	254.5	0	0	278.12	0	0
2024	153	2	323.09	32.31	355.4	290.9	64.1	0	0	0	0	0.4
2024	154	1	1167.75	94.55	1262.3	702.7	337.3	0	0	222.3	0	0
2024	154	2	444.91	44.49	489.4	372.95	114.5	0	0	0	0	1.95
2024	155	1	1129.75	90.35	1220.1	583.7	410.1	0	0	226.3	0	0
2024	155	2	409.05	40.75	449.8	357.7	90.6	0	0	1.5	0	0
2024	156	1	2310.68	196.11	2506.79	1400.4	756.79	0	0	349.6	0	0
2024	156	2	558.45	55.85	614.3	500.5	113.2	0	0	0	0	0.6
2024	157	1	1890.99	150.41	2041.4	1123.1	531.4	0	0	386.9	0	0
2024	157	2	802.09	80.21	882.3	726.2	154.9	0	0	0	0	1.2
2024	158	1	1240.91	104.99	1345.9	869	285.9	0	0	191	0	0
2024	158	2	518.27	51.58	569.85	389.4	178	0	0	2.45	0	0
2024	159	1	1445.98	109.62	1555.6	695.2	510.6	0	0	349.8	0	0
2024	159	2	601.08	60.02	661.1	489.3	170.9	0	0	0.9	0	0
2024	160	1	1162.43	87.07	1249.5	558.3	399.5	0	0	291.7	0	0
2024	160	2	380.11	37.79	417.9	362	53.7	0	0	2.2	0	0
2024	161	1	1548.13	126.07	1674.2	1027.6	359.2	0	0	287.4	0	0
2024	161	2	393.32	39.18	432.5	364	67	0	0	1.5	0	0
2024	162	1	1101.82	87.98	1189.8	734.99	232.8	0	0	222.01	0	0
2024	162	2	376.35	36.95	413.3	339.7	66.8	0	0	6.8	0	0
2024	163	1	2134.56	201.44	2336	1119.88	1096	0	0	120.12	0	0
2024	163	2	552.64	54.36	607	541.4	56.6	0	0	9	0	0
2024	164	1	1605.67	142.03	1747.7	1134.6	427.7	0	0	185.4	0	0
2024	164	2	674.41	66.69	741.1	578.3	155.3	0	0	7.5	0	0
2024	165	1	1083.84	82.66	1166.5	632.8	276.5	0	0	257.2	0	0
2024	165	2	508.66	50.84	559.5	451.9	107.3	0	0	0.3	0	0
2024	166	1	1221.19	79.21	1300.4	600.9	270.4	0	0	429.1	0	0
2024	166	2	457.35	45.15	502.5	412.7	84	0	0	5.8	0	0
2024	167	1	1339.61	109.64	1449.25	856.81	349.25	0	0	243.19	0	0
2024	167	2	443.55	44.35	487.9	414.9	72.1	0	0	0	0	0.9
2024	168	1	1314.77	106.93	1421.7	729.5	446.7	0	0	245.5	0	0
2024	168	2	335.09	33.25	368.34	311.9	53.8	0	0	2.64	0	0
2024	169	1	1292.38	110.52	1402.9	796.83	418.9	0	0	187.17	0	0
2024	169	2	411	41.1	452.1	322.7	127.8	0	0	0	0	1.6
2024	170	1	2539.45	206.75	2746.2	1363	911.2	0	0	472	0	0
2024	170	2	606.37	59.73	666.1	534.7	122.3	0	0	9.1	0	0
2024	171	1	1842.83	145.57	1988.4	987.9	613.4	0	0	387.1	0	0
2024	171	2	781.64	78.16	859.8	663.1	195.7	0	0	0	0	1
2024	172	1	1480.27	124.93	1605.2	969	405.2	0	0	231	0	0
2024	172	2	518.1	51.7	569.8	490	78.7	0	0	1.1	0	0
2024	173	1	1245.9	85.5	1331.4	539.1	401.4	0	0	390.9	0	0
2024	173	2	520.45	52.05	572.5	451.1	120	0	0	0	0	1.4
2024	174	1	1157.65	79.85	1237.5	485.9	392.5	0	0	359.1	0	0
2024	174	2	427.03	42.37	469.4	398.9	67.2	0	0	3.3	0	0
